path,subject,section,topic_path,title,content_type,level,checked,quality_status,has_article,has_image,image_paths,image_type,image_quality,image_didactic_value,has_exercises,has_solutions,exercise_link_ok,solution_link_ok,placement_ok,needs_subtopics,umlauts_ok,no_mojibake,no_dev_artifacts,no_unnecessary_info,no_duplicates,frontmatter_ok,tags_ok,learning_goals_ok,common_mistakes_ok,key_takeaways_ok,navigation_topic_path_ok,reading_quality,structure_quality,language_quality,didactic_depth,examples_ok,misconceptions_ok,abgrenzung_ok,einstieg_ok,niveau_ok,aktualitaet_ok,redundancy_risk,priority,next_action,recommended_fix_type,notes
src/content/exercises/informatik/daten-und-information/datenlebenszyklus-und-aufbewahrung/datenlebenszyklus-und-aufbewahrung-ruhig-einordnen-v185.md,informatik,Daten und Information,daten-und-information/datenlebenszyklus-und-aufbewahrung,Datenlebenszyklus und Aufbewahrung – ruhig einordnen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/daten-und-information/datenlebenszyklus-und-aufbewahrung/datenlebenszyklus-und-aufbewahrung-anwenden-und-pruefen-v185.md,informatik,Daten und Information,daten-und-information/datenlebenszyklus-und-aufbewahrung,Datenlebenszyklus und Aufbewahrung – anwenden und prüfen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/daten-und-information/datenlebenszyklus-und-aufbewahrung/datenlebenszyklus-und-aufbewahrung-ruhig-einordnen-v185-loesung.md,informatik,Daten und Information,daten-und-information/datenlebenszyklus-und-aufbewahrung,Lösung – Datenlebenszyklus und Aufbewahrung – ruhig einordnen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/daten-und-information/datenlebenszyklus-und-aufbewahrung/datenlebenszyklus-und-aufbewahrung-anwenden-und-pruefen-v185-loesung.md,informatik,Daten und Information,daten-und-information/datenlebenszyklus-und-aufbewahrung,Lösung – Datenlebenszyklus und Aufbewahrung – anwenden und prüfen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
public/images/overviews/v185/datenlebenszyklus-und-aufbewahrung.svg,informatik,Daten und Information,daten-und-information/datenlebenszyklus-und-aufbewahrung,Schaubild: Datenlebenszyklus und Aufbewahrung,illustration,einfach,partial,open,yes,yes,,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,not_needed,not_needed,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/articles/informatik/netzwerke-und-dienste/schnittstellenvertraege-und-versionierung/ueberblick/grundlagen-schnittstellenvertraege-und-versionierung.md,informatik,Netzwerke und Dienste,netzwerke-und-dienste/schnittstellenvertraege-und-versionierung,Grundlagen: Schnittstellenverträge und Versionierung,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v185/schnittstellenvertraege-und-versionierung.svg,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/netzwerke-und-dienste/schnittstellenvertraege-und-versionierung/schnittstellenvertraege-und-versionierung-ruhig-einordnen-v185.md,informatik,Netzwerke und Dienste,netzwerke-und-dienste/schnittstellenvertraege-und-versionierung,Schnittstellenverträge und Versionierung – ruhig einordnen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/netzwerke-und-dienste/schnittstellenvertraege-und-versionierung/schnittstellenvertraege-und-versionierung-anwenden-und-pruefen-v185.md,informatik,Netzwerke und Dienste,netzwerke-und-dienste/schnittstellenvertraege-und-versionierung,Schnittstellenverträge und Versionierung – anwenden und prüfen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/netzwerke-und-dienste/schnittstellenvertraege-und-versionierung/schnittstellenvertraege-und-versionierung-ruhig-einordnen-v185-loesung.md,informatik,Netzwerke und Dienste,netzwerke-und-dienste/schnittstellenvertraege-und-versionierung,Lösung – Schnittstellenverträge und Versionierung – ruhig einordnen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/netzwerke-und-dienste/schnittstellenvertraege-und-versionierung/schnittstellenvertraege-und-versionierung-anwenden-und-pruefen-v185-loesung.md,informatik,Netzwerke und Dienste,netzwerke-und-dienste/schnittstellenvertraege-und-versionierung,Lösung – Schnittstellenverträge und Versionierung – anwenden und prüfen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
public/images/overviews/v185/schnittstellenvertraege-und-versionierung.svg,informatik,Netzwerke und Dienste,netzwerke-und-dienste/schnittstellenvertraege-und-versionierung,Schaubild: Schnittstellenverträge und Versionierung,illustration,einfach,partial,open,yes,yes,,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,not_needed,not_needed,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
